timestamp,target_pos,current_pos,force
1744611301.346935,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.02430159e-05  1.16916900e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.531774463132024e-05, 8.801498916000128e-05]",[ 0.          0.          0.          0.         -0.00614007 -0.00042104]
1744611301.3491094,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.54164488e-05  1.19806975e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.076431211316958e-05, 8.268019155366346e-05]",[ 0.          0.          0.          0.         -0.00387388 -0.0010315 ]
1744611301.3616915,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.10407275e-05  1.33877250e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.089764428907074e-05, 7.106409611878917e-05]",[ 0.          0.          0.          0.         -0.01263682  0.01252277]
1744611301.369173,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.63396929e-05  1.47166196e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -5.063411663286388e-05, 5.882008917978965e-05]",[ 0.          0.          0.          0.         -0.00566308  0.00126096]
1744611301.3791409,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.12744842e-05  1.61847115e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -4.202521813567728e-05, 4.82089162687771e-05]",[ 0.          0.          0.          0.         -0.00564171  0.00352808]
1744611301.3931096,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.56951572e-05  1.79635042e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -3.533544440870173e-05, 3.9470531191909686e-05]",[ 0.          0.          0.          0.         -0.00445366  0.00545953]
1744611301.3995152,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.03018107e-05  1.97679874e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -3.0213550417101942e-05, 3.2375573937315494e-05]",[ 0.          0.          0.          0.         -0.01163966  0.00294265]
1744611301.4094696,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.46134987e-05  2.18167177e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -2.6404693926451728e-05, 2.6666482881410047e-05]",[ 0.          0.          0.          0.         -0.00738385  0.00532151]
1744611301.4226696,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.83533752e-05  2.40059718e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -2.4190587282646447e-05, 2.2217103833099827e-05]",[ 0.          0.          0.          0.         -0.00489908  0.00461127]
1744611301.4289246,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -9.18266532e-05  2.62211872e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -2.3259415684151463e-05, 1.8787928638630547e-05]",[ 0.          0.          0.          0.         -0.00803929  0.00375484]
1744611301.4391592,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -9.48524148e-05  2.84301925e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -2.348321686440613e-05, 1.6260029951808974e-05]",[ 0.          0.          0.          0.         -0.00644414  0.00366762]
1744611301.453896,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -9.79471085e-05  3.09386790e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -2.4975352062028833e-05, 1.4546055354003329e-05]",[ 0.          0.          0.          0.         -0.01168744  0.00694233]
1744611301.4588945,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -9.97303619e-05  3.32445282e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -2.702912752283737e-05, 1.334903936367482e-05]",[0.         0.         0.         0.         0.00177235 0.00232174]
1744611301.4700391,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -1.00963371e-04  3.53231511e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -2.9333794373087585e-05, 1.2488938409660477e-05]",[ 0.          0.          0.          0.         -0.00536222  0.00220512]
1744611301.4864137,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -1.02739044e-04  3.81818801e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -3.210982322343625e-05, 1.1907889529538807e-05]",[ 0.          0.          0.          0.         -0.01613947  0.01237269]
1744611301.4889712,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -1.04014545e-04  4.08217679e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -3.536935037118383e-05, 1.1535897101566661e-05]",[ 0.          0.          0.          0.         -0.00616004  0.00305914]
1744611301.5022936,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -1.04584413e-04  4.38755613e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -3.905091944034211e-05, 1.1378799172234721e-05]",[ 0.          0.          0.          0.         -0.00398287  0.00954118]
1744611301.5089123,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -1.05230130e-04  4.58874058e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -4.3086613004561514e-05, 1.1476391591713764e-05]",[ 0.          0.          0.          0.         -0.01150186 -0.00450504]
1744611301.5192754,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -1.05032668e-04  4.78116509e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -4.737355266115628e-05, 1.1818114217021503e-05]",[ 0.          0.          0.          0.         -0.0024141   0.00471867]
1744611301.534922,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -1.04649507e-04  4.92915255e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -5.1797873311443254e-05, 1.2395790690789e-05]",[ 0.          0.          0.          0.         -0.00854753  0.00129958]
1744611301.5388725,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -1.04477945e-04  5.03862215e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -5.6291646615136415e-05, 1.3199484783399384e-05]",[ 0.          0.          0.          0.         -0.01238936  0.0018173 ]
1744611301.5500538,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -1.03528296e-04  5.13822600e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.081341780372895e-05, 1.4216199815564323e-05]",[ 0.          0.          0.          0.         -0.00258115  0.0045994 ]
1744611301.5589116,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -1.01973062e-04  5.26014684e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.530103564728051e-05, 1.543926373415161e-05]",[ 0.          0.          0.          0.         -0.00382215  0.00786794]
1744611301.5690043,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
 -9.9901308e-05  5.3926215e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.96859642630443e-05, 1.6852709450176917e-05]",[ 0.          0.          0.          0.         -0.00425449  0.00692513]
1744611301.580359,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -9.70062110e-05  5.50120103e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.39133611205034e-05, 1.8429880583425984e-05]",[ 0.          0.          0.          0.         -0.00072082  0.00366548]
1744611301.5965102,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -9.39000503e-05  5.54800200e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.79587498982437e-05, 2.016059988818597e-05]",[ 0.          0.          0.          0.         -0.00614243 -0.00013376]
1744611301.5991144,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -9.05205649e-05  5.62253228e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -8.177227573469281e-05, 2.202925315941684e-05]",[ 0.          0.          0.          0.         -0.00510368  0.00855494]
1744611301.612459,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.75382391e-05  5.68954462e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -8.525160956196487e-05, 2.3989232431631535e-05]",[ 0.          0.          0.          0.         -0.01133391  0.00524339]
1744611301.619039,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.40493578e-05  5.77546877e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -8.839232759783044e-05, 2.6047666324302554e-05]",[ 0.          0.          0.          0.         -0.00219711  0.00791579]
1744611301.6294155,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.12278302e-05  5.82813188e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -9.124446660280228e-05, 2.8229034796822816e-05]",[ 0.          0.          0.          0.         -0.01333403  0.00287898]
1744611301.644409,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.90062838e-05  5.86580672e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -9.378250251756981e-05, 3.054060653084889e-05]",[ 0.          0.          0.          0.         -0.01271183  0.00459262]
1744611301.6493933,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.69609904e-05  5.83123460e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -9.599532495485619e-05, 3.292788824182935e-05]",[ 0.          0.          0.          0.         -0.00855239 -0.00117052]
1744611301.6598651,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.48411389e-05  5.78681543e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -9.787669114302844e-05, 3.529756213538349e-05]",[ 0.          0.          0.          0.         -0.00592787  0.00467367]
1744611301.6691008,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.24009527e-05  5.72317025e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -9.939583105733618e-05, 3.7587036786135286e-05]",[ 0.          0.          0.          0.         -0.00322084  0.00364212]
1744611301.679178,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.99836441e-05  5.61892935e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -0.00010059183114208281, 3.973896673414856e-05]",[ 0.          0.          0.          0.         -0.00624878  0.00134537]
1744611301.6922543,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.76031228e-05  5.55007301e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -0.00010147635475732386, 4.172234912402928e-05]",[ 0.          0.          0.          0.         -0.00615758  0.00863618]
1744611301.6991634,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.51166468e-05  5.39444335e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -0.00010200319957220927, 4.355561759439297e-05]",[ 0.          0.          0.          0.         -0.0045105  -0.00347154]
1744611301.709029,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.24897632e-05  5.23852773e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -0.00010214150097453967, 4.5283017243491486e-05]",[ 0.          0.          0.          0.         -0.00386435  0.0045877 ]
1744611301.7230067,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.04431997e-05  5.05896452e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -0.00010183880658587441, 4.69230544695165e-05]",[ 0.          0.          0.          0.         -0.01073873  0.00209419]
1744611301.72896,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.90327294e-05  4.82328783e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -0.00010106845729751512, 4.8438676458317786e-05]",[ 0.          0.          0.          0.         -0.01138197 -0.0014502 ]
1744611301.739503,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.81466103e-05  4.56507359e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -9.985162614611909e-05, 4.9811093049356714e-05]",[ 0.          0.          0.          0.         -0.01044155  0.00139115]
1744611301.754552,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.72656372e-05  4.34649272e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -9.825729648582637e-05, 5.106265962240286e-05]",[ 0.          0.          0.          0.         -0.00542306  0.00723734]
1744611301.7588558,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.70335037e-05  4.10712116e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -9.633920853957534e-05, 5.222384788794443e-05]",[ 0.          0.          0.          0.         -0.01177447  0.00117452]
1744611301.7703896,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.68446306e-05  3.87489731e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -9.416889224667102e-05, 5.3304869652492926e-05]",[ 0.          0.          0.          0.         -0.00601989  0.00362503]
1744611301.7789037,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.70709694e-05  3.74354649e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -9.187113755615428e-05, 5.428916119853966e-05]",[ 0.          0.          0.          0.         -0.00974214  0.01280108]
1744611301.7890007,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.67308796e-05  3.55382103e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -8.954547956818715e-05, 5.512834832188673e-05]",[ 0.          0.          0.          0.         -0.00015598 -0.00275067]
1744611301.801269,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.68722526e-05  3.26155788e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -8.723216888029128e-05, 5.5775235523469746e-05]",[ 0.          0.          0.          0.         -0.01031767 -0.00764857]
1744611301.8090885,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.72366476e-05  3.03722795e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -8.49281859700568e-05, 5.621927630272694e-05]",[ 0.          0.          0.          0.         -0.00798813  0.00859356]
1744611301.8192732,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.83445714e-05  2.83883219e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -8.259632886620238e-05, 5.644683915306814e-05]",[ 0.          0.          0.          0.         -0.01334115  0.004509  ]
1744611301.8334396,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.94037977e-05  2.64242869e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -8.023435657378286e-05, 5.647629586746916e-05]",[ 0.          0.          0.          0.         -0.00590144  0.00204608]
1744611301.8390841,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.04198200e-05  2.45131515e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.784929039189592e-05, 5.630489613395184e-05]",[ 0.          0.          0.          0.         -0.00603795  0.00218941]
1744611301.8490868,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.22843209e-05  2.26660743e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.542474486399442e-05, 5.5904529290273786e-05]",[ 0.          0.          0.          0.         -0.01503478  0.00213633]
1744611301.8588877,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.43872785e-05  2.07233757e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.299068238353357e-05, 5.5275977501878515e-05]",[ 0.          0.          0.          0.         -0.00954525  0.00038685]
1744611301.869185,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.72814351e-05  1.82327556e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.063406519591808e-05, 5.440023960545659e-05]",[ 0.          0.          0.          0.         -0.0154022  -0.00437823]
1744611301.881477,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.94735182e-05  1.62293223e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.843953451607376e-05, 5.325266101863235e-05]",[ 0.          0.          0.          0.         -0.00115449  0.00544983]
1744611301.896693,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.17844828e-05  1.49291835e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.644803943345323e-05, 5.186758789932355e-05]",[ 0.          0.          0.          0.         -0.00923221  0.00765416]
1744611301.8991413,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.40632337e-05  1.36753718e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.46813859930262e-05, 5.029625026509166e-05]",[ 0.          0.          0.          0.         -0.00801179  0.00130612]
1744611301.9116945,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.54837849e-05  1.33317744e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.317069346550852e-05, 4.8569774662610143e-05]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.62986081e-05 9.84277542e-03]"
1744611301.9190166,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.62139343e-05  1.32699354e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.192376895342022e-05, 4.6779958211118355e-05]",[ 0.          0.          0.          0.         -0.00135464  0.00397896]
1744611301.9293096,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.76187596e-05  1.35117454e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.089840826462023e-05, 4.498852649703622e-05]",[ 0.          0.          0.          0.         -0.01473323  0.00433256]
1744611301.9428306,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.84373975e-05  1.42208569e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.004124952596612e-05, 4.3118645407957956e-05]",[ 0.          0.          0.          0.         -0.00260242  0.0061451 ]
1744611301.9492402,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.90279997e-05  1.49709144e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -5.937432433711365e-05, 4.113050817977637e-05]",[ 0.         0.         0.         0.        -0.0059727  0.0021861]
1744611301.9589329,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.93689320e-05  1.57651873e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -5.8930920204147696e-05, 3.908204598701559e-05]",[ 0.          0.          0.          0.         -0.0057014   0.00231427]
1744611301.9748418,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.93112092e-05  1.66061508e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -5.873761256225407e-05, 3.702036337926984e-05]",[ 0.          0.          0.          0.         -0.00412081  0.00244056]
1744611301.9790707,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.91560283e-05  1.77639020e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -5.877532748854719e-05, 3.496505814837292e-05]",[ 0.          0.          0.          0.         -0.00692768  0.00524897]
1744611301.9910781,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.91527206e-05  1.89808124e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -5.905211219214834e-05, 3.292741166660562e-05]",[ 0.          0.          0.          0.         -0.00935674  0.00294686]
1744611301.9995446,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.92107860e-05  2.02214502e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -5.961182250757702e-05, 3.0906812753528357e-05]",[ 0.          0.          0.          0.         -0.00852735  0.00274381]
1744611302.0092642,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -7.95939512e-05  2.16544796e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.049717194400728e-05, 2.8861992177553475e-05]",[ 0.          0.          0.          0.         -0.01120111  0.00456638]
1744611302.0218976,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.00547110e-05  2.27628785e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.168563413666561e-05, 2.6779318432090804e-05]",[ 0.          0.          0.          0.         -0.00892692 -0.00036434]
1744611302.0297084,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.05535517e-05  2.34720340e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.31013244856149e-05, 2.4730796212679707e-05]",[ 0.          0.          0.          0.         -0.00861666 -0.00116194]
1744611302.0392854,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.10571132e-05  2.45272864e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.469264917541295e-05, 2.2783095118938945e-05]",[ 0.          0.          0.          0.         -0.00835198  0.00616275]
1744611302.0530844,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.20516953e-05  2.53289435e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.63754326524213e-05, 2.1003410438424908e-05]",[ 0.         0.         0.         0.        -0.0132677  0.0004444]
1744611302.0590303,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.28719988e-05  2.67025727e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.801405834266916e-05, 1.946260454133153e-05]",[ 0.          0.          0.          0.         -0.00695968  0.00865344]
1744611302.0693052,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.36252114e-05  2.78750963e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -6.95721319061704e-05, 1.8191303752246313e-05]",[ 0.          0.          0.          0.         -0.00802644  0.00134602]
1744611302.084526,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.42762152e-05  2.95006531e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.10632957634516e-05, 1.721178887237329e-05]",[ 0.          0.          0.          0.         -0.00771704  0.0079041 ]
1744611302.0890856,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.54563820e-05  3.11875247e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.244268635986373e-05, 1.6526824765605852e-05]",[ 0.          0.          0.          0.         -0.01404475  0.00437599]
1744611302.1000242,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.70991627e-05  3.26229755e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.367863872786984e-05, 1.6107866031234153e-05]",[ 0.          0.          0.          0.         -0.01376186  0.00144798]
1744611302.1091871,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -8.93285782e-05  3.42005739e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.474212907254696e-05, 1.5919113138807006e-05]",[ 0.          0.          0.          0.         -0.01539766  0.0054015 ]
1744611302.1191137,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -9.12502661e-05  3.59597043e-05]","[0.0, 0.0, 0.0, 7.450601913205901e-09, -7.561723032267764e-05, 1.5944659025990404e-05]",[ 0.          0.          0.          0.         -0.00697029  0.00602418]
